Wavelength,405_Ex,405_Dichroic,405_Em,488_Ex,488_Dichroic,488_Em,561_Ex,561_Dichroic,561_Em,640_Ex,640_Dichroic,640_Em,Quad_Ex,Quad_Dichroic,Quad_Em
339,1.00E-07,0.001114659,1.00E-07,1.00E-07,0.060067179,1.00E-07,1.00E-07,0.006872789,1.00E-07,1.00E-07,0.00081692,1.00E-07,0.00000108,NaN,0.00000129
340,1.00E-07,0.000277601,1.00E-07,1.00E-07,0.025610617,1.00E-07,1.00E-07,0.069649638,1.00E-07,1.00E-07,0.001892857,1.00E-07,7.10E-07,NaN,0.00000112
341,1.00E-07,0.00026837,1.00E-07,1.00E-07,0.009029696,1.00E-07,2.66E-07,0.015460808,1.00E-07,1.00E-07,0.137991915,1.00E-07,1.96E-07,NaN,0.00000101
342,1.00E-07,0.000926786,1.00E-07,1.00E-07,0.008455673,1.00E-07,1.10E-06,0.001108268,1.00E-07,1.00E-07,0.056396491,1.00E-07,2.62E-07,NaN,0.00000139
343,1.17E-07,0.00089984,1.00E-07,1.00E-07,0.019777953,1.00E-07,3.06E-06,0.000314836,1.00E-07,1.00E-07,0.016893532,1.19E-07,3.33E-07,NaN,0.00000135
344,5.44E-07,0.000278435,1.00E-07,1.00E-07,0.014912954,1.00E-07,2.82E-06,0.000391052,1.00E-07,1.00E-07,0.005291259,1.00E-07,3.70E-07,NaN,0.0000015
345,2.89E-06,0.000303763,1.00E-07,1.00E-07,0.005862311,1.00E-07,9.12E-07,0.000186802,1.00E-07,1.00E-07,0.0545467,1.00E-07,5.16E-07,NaN,0.0000013
346,1.60E-05,0.001258756,1.00E-07,1.00E-07,0.006176826,1.00E-07,4.92E-07,9.20E-05,1.00E-07,1.00E-07,0.003265985,2.05E-07,-3.79E-07,NaN,0.0000012
347,0.000114769,0.001676061,1.00E-07,1.00E-07,0.014353701,1.00E-07,4.57E-07,0.000242545,1.00E-07,1.00E-07,0.004683481,1.57E-07,2.05E-07,NaN,8.12E-07
348,0.001053997,0.000343904,1.00E-07,1.00E-07,0.021367544,1.00E-07,1.18E-07,0.011810616,1.00E-07,1.00E-07,0.012248509,1.00E-07,8.75E-07,NaN,9.81E-07
349,0.015851479,0.000285758,1.00E-07,1.00E-07,0.00871238,1.00E-07,1.11E-07,0.00805614,1.00E-07,1.00E-07,0.003084455,1.00E-07,1.41E-07,NaN,9.59E-07
350,0.377093752,0.000541555,1.00E-07,1.00E-07,0.009329475,1.00E-07,4.79E-07,0.000173162,1.00E-07,1.00E-07,0.018426212,1.00E-07,4.04E-07,NaN,1.91E-07
351,0.917279665,0.003452126,1.00E-07,1.00E-07,0.024864514,1.00E-07,2.04E-06,0.000122374,1.00E-07,1.00E-07,0.00207779,1.00E-07,6.07E-07,NaN,0.00000134
352,0.930942291,0.001851362,1.00E-07,1.00E-07,0.012906907,1.00E-07,2.94E-06,0.005980843,1.00E-07,1.33E-07,0.001610477,1.00E-07,6.30E-07,NaN,0.00000161
353,0.934552883,0.000927402,1.00E-07,1.00E-07,0.005115161,1.00E-07,3.20E-06,0.009129694,1.40E-06,1.00E-07,0.019331629,1.00E-07,7.25E-07,NaN,0.00000119
354,0.94153507,0.00135176,1.00E-07,1.00E-07,0.006073904,1.00E-07,2.71E-06,8.73E-06,1.86E-07,1.19E-07,0.002277911,1.00E-07,4.53E-08,NaN,0.00000111
355,0.944562316,0.004775066,1.00E-07,1.00E-07,0.011675917,1.00E-07,4.77E-07,1.03E-06,4.50E-07,1.00E-07,0.005278317,1.00E-07,4.51E-07,NaN,0.00000102
356,0.945637855,0.001680011,1.00E-07,1.00E-07,0.003761606,1.00E-07,1.00E-07,4.75E-07,1.27E-07,1.00E-07,0.002448021,1.00E-07,-1.22E-07,NaN,0.00000128
357,0.950325225,0.001028382,1.00E-07,1.00E-07,0.001580684,1.00E-07,1.00E-07,9.68E-07,1.00E-07,1.00E-07,0.000725753,1.00E-07,-2.14E-07,NaN,0.00000135
358,0.952333718,0.00070535,1.00E-07,1.00E-07,0.001454892,1.00E-07,1.00E-07,2.40E-06,4.05E-07,1.00E-07,0.002838403,1.00E-07,1.08E-07,NaN,8.70E-07
359,0.951932057,0.001968812,1.00E-07,1.00E-07,0.002928565,1.00E-07,1.00E-07,1.06E-07,2.54E-07,1.00E-07,0.000723187,1.00E-07,-2.18E-07,NaN,0.00000104
360,0.953942739,0.003272818,1.00E-07,1.00E-07,0.00545549,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.000250049,1.00E-07,3.98E-07,NaN,0.00000126
361,0.957819713,0.000661265,1.00E-07,1.00E-07,0.002300798,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.000605465,1.00E-07,-4.33E-08,NaN,0.00000108
362,0.960096366,0.000334372,1.00E-07,1.00E-07,0.001503021,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.002655106,1.00E-07,4.67E-07,NaN,8.79E-07
363,0.958962332,0.00033978,1.00E-07,1.00E-07,0.001613128,1.00E-07,1.00E-07,1.00E-07,2.69E-07,1.00E-07,0.00047055,1.00E-07,2.71E-07,NaN,8.06E-07
364,0.958435305,0.001488791,1.00E-07,1.00E-07,0.00439795,1.61E-07,1.00E-07,3.02E-07,1.00E-07,1.00E-07,0.00068717,1.00E-07,8.63E-07,NaN,9.73E-07
365,0.960398619,0.001644718,1.00E-07,1.00E-07,0.009184773,1.00E-07,1.00E-07,3.26E-06,1.00E-07,1.00E-07,0.002951086,1.00E-07,-8.32E-08,NaN,0.00000105
366,0.964247753,0.000360063,1.00E-07,1.00E-07,0.00207368,2.55E-07,1.00E-07,0.002877311,1.00E-07,1.00E-07,0.000588298,1.00E-07,2.27E-07,NaN,7.47E-07
367,0.966234647,0.000146153,1.00E-07,1.00E-07,0.001068061,1.00E-07,1.00E-07,0.000285002,1.00E-07,1.00E-07,0.000723312,1.00E-07,8.01E-08,NaN,0.00000108
368,0.965486708,0.000160991,1.00E-07,1.00E-07,0.00092879,1.00E-07,1.00E-07,0.003024148,1.00E-07,1.00E-07,0.001269149,1.00E-07,2.10E-07,NaN,9.25E-07
369,0.963391564,0.000454573,1.00E-07,1.00E-07,0.001095124,1.00E-07,1.58E-06,0.001919874,1.00E-07,1.00E-07,0.000394974,1.00E-07,4.00E-07,NaN,0.00000103
370,0.963079431,0.004198172,1.00E-07,1.00E-07,0.001330783,1.00E-07,5.70E-07,0.000265839,1.00E-07,1.00E-07,0.000360187,1.00E-07,-1.57E-07,NaN,0.00000103
371,0.965241828,0.000417304,1.00E-07,1.00E-07,0.002011424,1.00E-07,3.77E-07,0.000224799,1.00E-07,4.37E-07,0.000638625,1.00E-07,3.31E-07,NaN,5.69E-07
372,0.968580001,0.000227262,1.00E-07,1.00E-07,0.004381122,1.00E-07,1.00E-07,0.000618808,1.00E-07,1.00E-07,0.000653513,1.09E-07,4.71E-07,NaN,9.46E-07
373,0.970458737,0.000217995,1.00E-07,1.00E-07,0.005432503,1.00E-07,1.00E-07,0.000238368,1.00E-07,1.00E-07,0.000795151,3.29E-07,-3.07E-07,NaN,0.00000105
374,0.969782935,0.000673389,1.00E-07,1.00E-07,0.002177655,1.00E-07,1.91E-07,0.000215225,1.00E-07,1.00E-07,0.001232665,3.16E-06,4.18E-07,NaN,0.00000126
375,0.967546817,0.005399447,1.00E-07,1.00E-07,0.001297826,1.00E-07,2.94E-06,0.001155201,1.00E-07,1.00E-07,0.001115418,5.51E-06,0.0000012,NaN,9.27E-07
376,0.965933905,0.000488299,1.00E-07,1.00E-07,0.001301888,1.00E-07,5.26E-07,0.00110179,1.00E-07,1.00E-07,0.001493671,4.24E-07,0.00000193,NaN,8.20E-07
377,0.966536071,0.0001722,1.00E-07,1.00E-07,0.001820671,1.00E-07,1.44E-06,0.000852162,1.00E-07,1.00E-07,0.002549157,1.00E-07,0.00000706,NaN,8.51E-07
378,0.969149863,0.000164622,1.00E-07,1.00E-07,0.001713996,1.00E-07,1.52E-06,0.003126178,1.00E-07,1.48E-07,0.000861536,1.00E-07,0.0000176,NaN,9.69E-07
379,0.972179633,0.000330716,1.00E-07,1.00E-07,0.00092768,1.00E-07,4.36E-07,0.008268157,1.00E-07,1.00E-07,0.00093247,1.00E-07,0.0000659,NaN,8.33E-07
380,0.973838925,0.002941874,1.00E-07,1.00E-07,0.000616712,1.00E-07,1.00E-07,0.006378122,1.00E-07,1.00E-07,0.002752067,1.00E-07,0.000115,-0.0695,9.53E-07
381,0.973354681,0.001124509,1.00E-07,1.00E-07,0.00060204,1.00E-07,1.00E-07,0.010112931,1.00E-07,1.00E-07,0.000577724,1.00E-07,0.000381,0.0205,9.58E-07
382,0.971650551,0.000280455,1.00E-07,1.00E-07,0.000815512,1.00E-07,1.00E-07,0.002761001,1.00E-07,1.00E-07,0.000472869,1.00E-07,0.0018,0.0982,7.46E-07
383,0.970269174,0.000185373,1.00E-07,1.00E-07,0.00106524,1.00E-07,1.00E-07,0.004801767,1.00E-07,1.00E-07,0.003367195,1.00E-07,0.00912,0.079,0.00000112
384,0.970659298,0.000230011,1.00E-07,1.00E-07,0.000792841,1.00E-07,1.00E-07,0.009414341,1.00E-07,1.00E-07,0.002274265,1.00E-07,0.0493,0.196,0.00000107
385,0.972865164,0.000560533,1.00E-07,1.00E-07,0.000516819,1.00E-07,2.70E-07,0.00379387,1.00E-07,1.00E-07,0.012736124,1.00E-07,0.134,0.2,0.00000184
386,0.975985197,0.005094483,1.00E-07,1.00E-07,0.000441739,1.00E-07,9.58E-07,0.012046185,1.00E-07,1.00E-07,0.000106949,1.00E-07,0.176,0.0518,8.09E-07
387,0.978273771,0.001886569,1.00E-07,1.00E-07,0.000521963,1.00E-07,5.51E-07,0.002856998,1.00E-07,1.00E-07,1.30E-05,1.00E-07,0.38,0.00638,8.87E-07
388,0.978848004,0.000587251,1.00E-07,1.00E-07,0.000778495,1.00E-07,8.95E-07,0.001142286,1.00E-07,1.00E-07,4.50E-06,1.00E-07,0.458,0.00193,7.79E-07
389,0.977401826,0.000491116,1.00E-07,1.00E-07,0.000979857,1.00E-07,1.71E-06,0.001773379,1.00E-07,1.00E-07,3.05E-06,1.00E-07,0.548,0.00246,5.14E-07
390,0.975357081,0.000837044,1.00E-07,1.00E-07,0.000755859,1.00E-07,2.04E-06,0.001200383,1.00E-07,1.00E-07,3.39E-06,1.00E-07,0.637,0.00177,6.18E-07
391,0.973850691,0.004446689,1.00E-07,1.00E-07,0.000561684,1.00E-07,2.11E-07,0.000423659,1.00E-07,1.00E-07,8.74E-06,1.00E-07,0.733,0.00329,5.86E-07
392,0.97421663,0.003418994,1.00E-07,1.00E-07,0.000540238,1.00E-07,1.00E-07,0.000390871,1.00E-07,1.00E-07,0.001335156,1.00E-07,0.73,0.0428,7.64E-07
393,0.976222079,0.000649405,1.00E-07,1.00E-07,0.000704205,1.00E-07,1.00E-07,0.000944549,1.00E-07,1.00E-07,1.21E-05,1.00E-07,0.794,0.0118,7.59E-07
394,0.979066293,0.000324852,1.00E-07,1.00E-07,0.001175265,1.00E-07,1.01E-07,0.001462571,1.00E-07,1.00E-07,3.87E-06,1.00E-07,0.846,0.0134,8.99E-07
395,0.981316217,0.000258227,1.00E-07,1.00E-07,0.001786111,1.00E-07,3.35E-07,0.000708297,1.00E-07,1.00E-07,2.86E-06,1.00E-07,0.85,0.0373,3.72E-07
396,0.981687565,0.000282316,1.00E-07,1.00E-07,0.00160042,1.00E-07,2.93E-06,0.000827519,1.00E-07,1.00E-07,3.26E-06,1.00E-07,0.879,0.0207,6.23E-07
397,0.98047933,0.000405253,1.00E-07,1.00E-07,0.001253755,1.00E-07,3.50E-07,0.003007633,1.00E-07,1.00E-07,4.76E-06,1.00E-07,0.893,0.0517,6.11E-07
398,0.977733944,0.000754988,1.00E-07,1.00E-07,0.001243602,1.00E-07,1.42E-07,0.005157621,1.00E-07,1.00E-07,7.57E-06,1.00E-07,0.903,0.022,6.19E-07
399,0.975874091,0.001746895,1.00E-07,1.00E-07,0.001670781,1.00E-07,1.09E-07,0.003093149,1.00E-07,1.00E-07,2.00E-05,1.00E-07,0.906,0.0112,7.36E-07
400,0.975044663,0.003649535,1.00E-07,1.00E-07,0.002921389,1.00E-07,1.69E-07,0.008001754,1.00E-07,1.00E-07,2.77E-05,1.00E-07,0.902,0.00111,5.17E-07
401,0.975835978,0.004199187,1.00E-07,1.00E-07,0.00500434,1.00E-07,7.92E-07,0.007851812,1.00E-07,1.00E-07,0.000114007,1.00E-07,0.912,-0.0000803,0.00000214
402,0.977807424,0.003932293,1.00E-07,1.00E-07,0.005131494,1.00E-07,6.49E-07,0.002887974,1.00E-07,1.00E-07,0.003888215,1.00E-07,0.923,-0.000116,0.00000393
403,0.978027259,0.004480094,1.00E-07,1.00E-07,0.004238398,1.00E-07,1.30E-07,0.003891571,1.00E-07,1.00E-07,0.001124041,1.00E-07,0.918,-0.0000656,0.00000414
404,0.174287246,0.006659166,1.00E-07,1.00E-07,0.004309481,1.00E-07,1.00E-07,0.008285613,1.00E-07,1.00E-07,0.001080451,1.00E-07,0.924,-0.00000809,7.66E-07
405,0.001590647,0.013021609,1.00E-07,1.00E-07,0.005900575,1.00E-07,2.54E-07,0.002891912,1.00E-07,1.00E-07,0.005815553,1.00E-07,0.941,0.0000822,6.22E-07
406,6.76E-05,0.034064311,1.00E-07,1.00E-07,0.0106873,1.00E-07,1.05E-06,0.001872232,1.00E-07,1.00E-07,0.001330032,1.00E-07,0.939,-0.0000301,7.99E-07
407,7.08E-06,0.11789157,1.00E-07,1.00E-07,0.021169334,1.00E-07,1.00E-07,0.002938451,1.00E-07,1.00E-07,0.000716215,1.00E-07,0.94,-0.0000932,6.15E-07
408,1.11E-06,0.369622363,1.00E-07,1.00E-07,0.026497865,1.00E-07,1.00E-07,0.009180161,1.00E-07,1.00E-07,0.001129525,6.12E-07,0.952,-0.0000722,5.49E-07
409,1.51E-07,0.494426884,1.00E-07,1.00E-07,0.021011548,1.00E-07,1.00E-07,0.008523305,1.00E-07,1.00E-07,0.00409111,1.21E-07,0.939,0.00059,7.24E-07
410,1.00E-07,0.484631134,1.57E-07,1.00E-07,0.01708717,1.00E-07,1.00E-07,0.005112513,1.00E-07,1.00E-07,0.002940446,1.00E-07,0.94,0.013,0.00000144
411,1.00E-07,0.493385127,1.39E-06,1.00E-07,0.016214491,1.00E-07,1.00E-07,0.00494381,1.00E-07,1.00E-07,0.001924425,1.34E-07,0.934,0.0111,0.00000409
412,1.00E-07,0.504460583,2.55E-05,1.00E-07,0.01814909,1.00E-07,1.00E-07,0.006083034,1.00E-07,1.00E-07,0.003488334,1.00E-07,0.921,0.0317,5.89E-07
413,1.00E-07,0.69938432,0.001308598,1.00E-07,0.023156997,1.00E-07,1.00E-07,0.009891466,1.00E-07,1.00E-07,0.019730042,1.00E-07,0.784,0.256,0.00000148
414,1.00E-07,0.969230338,0.394307109,1.00E-07,0.025453898,1.00E-07,1.00E-07,0.010437454,1.00E-07,1.00E-07,0.011769179,1.18E-07,0.197,0.347,0.0000331
415,1.00E-07,0.978582471,0.96914674,1.00E-07,0.016344028,1.00E-07,1.00E-07,0.00427389,1.00E-07,1.00E-07,0.007604349,1.07E-06,0.00326,0.389,0.000923
416,1.00E-07,0.969411906,0.971634896,1.00E-07,0.008723726,1.00E-07,1.00E-07,0.002939475,1.00E-07,1.00E-07,0.014943988,7.36E-07,0.000157,0.453,0.145
417,1.00E-07,0.968372806,0.974866277,1.00E-07,0.005569393,1.00E-07,1.00E-07,0.003916854,1.00E-07,1.00E-07,0.014836757,2.61E-06,0.00000879,0.546,0.706
418,1.00E-07,0.971126918,0.979635293,1.00E-07,0.004594332,1.00E-07,1.00E-07,0.010913468,1.00E-07,1.00E-07,0.006161398,1.07E-06,0.00000132,0.752,0.935
419,1.00E-07,0.969218797,0.97758583,1.00E-07,0.004975408,1.00E-07,1.00E-07,0.009994213,1.00E-07,1.00E-07,0.005352716,3.88E-07,1.09E-07,0.816,0.957
420,1.00E-07,0.970263197,0.976800351,1.00E-07,0.006915919,1.00E-07,1.00E-07,0.005593995,1.00E-07,1.00E-07,0.009192352,8.98E-07,1.89E-07,0.898,0.984
421,1.00E-07,0.969533422,0.982863528,1.00E-07,0.01006044,1.00E-07,1.00E-07,0.007687973,1.00E-07,1.00E-07,0.019604019,1.09E-06,4.97E-08,0.929,0.985
422,1.00E-07,0.966326174,0.980206129,1.00E-07,0.01019554,1.00E-07,1.00E-07,0.013436509,1.00E-07,1.00E-07,0.015764452,3.25E-07,2.06E-07,0.948,0.981
423,1.00E-07,0.967833931,0.978219909,1.00E-07,0.006539057,1.00E-07,1.00E-07,0.004541014,1.00E-07,1.00E-07,0.01119693,3.60E-07,2.14E-07,0.956,0.973
424,1.00E-07,0.972442398,0.979805961,1.00E-07,0.004319152,1.00E-07,1.00E-07,0.004176446,1.00E-07,1.00E-07,0.011486524,1.45E-06,-7.53E-08,0.961,0.979
425,1.00E-07,0.971461601,0.983543679,1.00E-07,0.003541638,1.00E-07,1.00E-07,0.005693252,1.00E-07,1.00E-07,0.016045093,6.25E-06,1.45E-07,0.966,0.982
426,1.00E-07,0.964791526,0.979018614,1.00E-07,0.003699844,1.00E-07,1.00E-07,0.006848636,1.00E-07,1.00E-07,0.022064494,2.95E-06,-9.70E-08,0.958,0.982
427,1.00E-07,0.960918338,0.977881252,1.00E-07,0.004972813,1.00E-07,1.00E-07,0.011108391,1.00E-07,1.00E-07,0.01187548,6.92E-06,3.77E-07,0.953,0.985
428,1.00E-07,0.963446913,0.985981716,1.00E-07,0.008278853,1.00E-07,1.00E-07,0.005468648,1.00E-07,1.00E-07,0.0055941,3.59E-06,6.62E-08,0.963,0.986
429,1.00E-07,0.96713602,0.981089709,1.00E-07,0.01559093,1.00E-07,1.00E-07,0.004938921,1.00E-07,1.00E-07,0.004444707,2.28E-06,1.30E-07,0.971,0.986
430,1.00E-07,0.966554511,0.97643698,1.00E-07,0.022149918,1.00E-07,1.00E-07,0.009725223,1.00E-07,1.00E-07,0.006626474,4.21E-06,-1.28E-07,0.968,0.985
431,1.00E-07,0.963202075,0.984977634,1.00E-07,0.016778636,1.00E-07,1.00E-07,0.011703398,1.00E-07,1.00E-07,0.011703393,7.45E-06,-4.87E-08,0.955,0.982
432,1.00E-07,0.961767019,0.984225542,1.00E-07,0.011817199,1.00E-07,1.00E-07,0.004203912,1.00E-07,1.00E-07,0.004555157,3.50E-06,2.15E-07,0.947,0.982
433,1.00E-07,0.963233415,0.977061874,1.00E-07,0.009800009,1.00E-07,1.00E-07,0.002742829,1.00E-07,1.00E-07,0.002098201,1.49E-06,4.74E-08,0.948,0.984
434,1.00E-07,0.964456495,0.981402181,1.00E-07,0.009423105,1.00E-07,1.00E-07,0.003330998,1.00E-07,1.00E-07,0.001868055,1.46E-06,5.19E-08,0.951,0.985
435,1.00E-07,0.963173036,0.985543226,1.00E-07,0.0101841,1.00E-07,1.00E-07,0.006979608,1.00E-07,1.00E-07,0.00333239,4.81E-06,6.74E-08,0.95,0.986
436,1.00E-07,0.960883355,0.980884882,1.00E-07,0.012515569,1.00E-07,1.00E-07,0.014730665,1.00E-07,1.00E-07,0.009641877,3.65E-07,-1.01E-07,0.953,0.984
437,1.00E-07,0.960306191,0.979591202,1.00E-07,0.017160799,1.00E-07,1.00E-07,0.009582648,1.00E-07,1.00E-07,0.003372398,1.02E-07,1.68E-07,0.959,0.979
438,1.00E-07,0.961799423,0.98305153,3.53E-07,0.025054343,1.00E-07,1.00E-07,0.00637958,1.00E-07,1.00E-07,0.001376796,1.00E-07,7.66E-10,0.962,0.981
439,1.00E-07,0.963283482,0.982923374,2.09E-06,0.020191274,1.00E-07,1.00E-07,0.005917662,1.00E-07,1.00E-07,0.001180341,1.72E-07,6.81E-08,0.962,0.983
440,1.00E-07,0.963200842,0.981009896,1.49E-05,0.008871636,1.00E-07,1.00E-07,0.006168317,1.00E-07,1.00E-07,0.002119559,8.83E-07,2.51E-07,0.963,0.983
441,1.00E-07,0.962337917,0.981799063,0.000138808,0.004306596,1.00E-07,1.00E-07,0.006317857,1.00E-07,1.00E-07,0.00569499,1.00E-07,9.27E-09,0.963,0.987
442,1.00E-07,0.962426076,0.982820368,0.001920652,0.002756223,1.00E-07,1.00E-07,0.006731427,1.00E-07,1.00E-07,0.006800384,1.00E-07,1.30E-07,0.967,0.986
443,1.00E-07,0.963848096,0.98186876,0.051770838,0.002600059,1.00E-07,1.00E-07,0.008063142,1.00E-07,1.00E-07,0.001931764,1.00E-07,2.81E-07,0.974,0.985
444,1.00E-07,0.965203298,0.981176526,0.908517992,0.006435125,1.00E-07,1.00E-07,0.010733942,1.00E-07,1.00E-07,0.001174671,1.00E-07,1.80E-07,0.979,0.978
445,1.00E-07,0.965149746,0.982160993,0.977826221,0.007060924,1.00E-07,1.00E-07,0.013357315,1.00E-07,1.00E-07,0.001264889,5.68E-07,-3.78E-09,0.97,0.978
446,1.00E-07,0.96418815,0.982765757,0.97765111,0.004803656,1.00E-07,1.00E-07,0.010508958,1.00E-07,1.00E-07,0.002357497,1.00E-07,1.05E-07,0.947,0.986
447,1.00E-07,0.963998204,0.981752696,0.983729785,0.008621591,1.00E-07,1.00E-07,0.005879452,1.00E-07,1.00E-07,0.009265516,1.00E-07,1.24E-07,0.93,0.987
448,1.00E-07,0.965374712,0.98177471,0.982951292,0.00907981,1.00E-07,1.00E-07,0.003739079,1.00E-07,1.00E-07,0.017171979,1.00E-07,1.06E-07,0.93,0.989
449,1.00E-07,0.96721679,0.983963989,0.980107208,0.003518636,1.00E-07,1.00E-07,0.003230069,1.00E-07,1.00E-07,0.004302613,1.00E-07,1.08E-07,0.946,0.989
450,1.00E-07,0.967515828,0.984173674,0.985622236,0.0016922,1.00E-07,1.00E-07,0.00395769,1.00E-07,1.00E-07,0.002170779,1.00E-07,1.56E-07,0.96,0.986
451,1.00E-07,0.965552177,0.981441358,0.983563694,0.001145882,1.00E-07,1.00E-07,0.005163331,1.00E-07,1.00E-07,0.001691705,1.00E-07,7.51E-08,0.965,0.982
452,1.00E-07,0.962920029,0.98193573,0.982609706,0.001928901,1.00E-07,1.00E-07,0.005257762,1.00E-07,1.00E-07,0.001883509,1.00E-07,9.39E-08,0.963,0.986
453,1.00E-07,0.962013992,0.986162284,0.986838586,0.000962376,1.00E-07,1.00E-07,0.004504953,1.00E-07,1.00E-07,0.003633156,1.00E-07,5.51E-08,0.963,0.991
454,1.00E-07,0.963797573,0.985609735,0.986677673,0.001205768,1.00E-07,1.00E-07,0.003553364,1.00E-07,1.00E-07,0.013269219,1.00E-07,4.14E-08,0.962,0.99
455,1.00E-07,0.967032587,0.980564533,0.988093728,0.002265595,1.00E-07,1.00E-07,0.003789365,1.00E-07,1.00E-07,0.007705735,1.00E-07,1.18E-07,0.954,0.989
456,1.00E-07,0.969320834,0.981734326,0.987679594,0.008100132,1.00E-07,1.00E-07,0.005960189,1.22E-07,1.00E-07,0.001829855,1.00E-07,-3.77E-08,0.94,0.991
457,1.00E-07,0.969172133,0.987614346,0.982982699,0.018034478,1.00E-07,1.00E-07,0.010530434,2.75E-07,1.00E-07,0.000977216,1.00E-07,2.46E-08,0.933,0.987
458,1.00E-07,0.967363822,0.985316429,0.987609188,0.003143093,1.00E-07,1.00E-07,0.010942076,4.26E-07,1.00E-07,0.001170933,1.00E-07,3.12E-08,0.938,0.985
459,1.00E-07,0.966115176,0.977851,0.992132882,0.00116487,1.00E-07,1.00E-07,0.009051226,6.01E-07,1.00E-07,0.001420621,1.00E-07,3.27E-08,0.956,0.983
460,1.00E-07,0.966994849,0.97918688,0.987059527,0.000662805,1.00E-07,1.00E-07,0.01026441,7.65E-07,1.00E-07,0.004733108,1.00E-07,2.63E-08,0.975,0.976
461,1.00E-07,0.969653844,0.984566505,0.986493655,0.000487046,1.00E-07,1.00E-07,0.014282566,2.20E-06,1.00E-07,0.010936204,1.00E-07,-1.07E-07,0.977,0.972
462,1.00E-07,0.97220795,0.980640886,0.98773008,0.000432591,1.00E-07,1.00E-07,0.011705606,1.34E-07,1.00E-07,0.001619969,1.00E-07,8.02E-08,0.962,0.957
463,1.00E-07,0.972812642,0.976180872,0.987040661,0.000453416,1.00E-07,1.00E-07,0.006777384,1.00E-07,1.00E-07,0.000785787,1.00E-07,9.54E-08,0.946,0.958
464,1.00E-07,0.971243719,0.983105802,0.991575211,0.000561553,1.00E-07,1.00E-07,0.00508426,1.00E-07,1.00E-07,0.000800824,1.00E-07,1.68E-07,0.937,0.98
465,1.00E-07,0.969063583,0.9874506,0.99137754,0.000845014,1.00E-07,1.00E-07,0.005192192,1.00E-07,1.00E-07,0.005088236,1.00E-07,1.12E-07,0.946,0.99
466,1.00E-07,0.968212144,0.978529043,0.987492605,0.001665917,1.00E-07,1.00E-07,0.005768694,1.00E-07,1.00E-07,0.001649215,1.00E-07,1.06E-08,0.964,0.982
467,1.00E-07,0.969443463,0.974573102,0.989563085,0.005195167,1.00E-07,1.00E-07,0.004788068,1.00E-07,1.00E-07,0.011734005,1.00E-07,-1.08E-08,0.977,0.977
468,1.00E-07,0.97186413,0.982332791,0.98723684,0.021621898,1.00E-07,1.00E-07,0.003244021,1.00E-07,1.00E-07,0.00558058,1.00E-07,1.18E-07,0.978,0.978
469,1.00E-07,0.973707286,0.984213548,0.98591505,0.006402803,1.00E-07,1.00E-07,0.002511277,1.00E-07,1.00E-07,0.001363475,1.00E-07,-8.57E-09,0.974,0.976
470,1.00E-07,0.973728517,0.983168737,0.992729936,0.002262984,1.00E-07,1.00E-07,0.002507661,1.00E-07,1.00E-07,0.000821423,1.00E-07,2.06E-07,0.969,0.974
471,1.00E-07,0.972186653,0.991459297,0.992108293,0.00127216,1.00E-07,1.00E-07,0.003261491,1.00E-07,1.00E-07,0.000810761,1.00E-07,2.37E-07,0.963,0.948
472,1.00E-07,0.970569829,0.991009718,0.989371467,0.000928523,1.00E-07,1.00E-07,0.005125977,1.00E-07,1.00E-07,0.001245763,1.00E-07,2.43E-07,0.955,0.932
473,1.00E-07,0.970349109,0.982141699,0.990214238,0.000806413,1.00E-07,1.00E-07,0.007059562,1.00E-07,1.00E-07,0.003351275,1.00E-07,6.63E-08,0.956,0.947
474,1.00E-07,0.971875217,0.988094703,0.986735206,0.000801449,1.00E-07,1.00E-07,0.00603918,1.00E-07,1.05E-07,0.020603048,1.00E-07,1.28E-07,0.969,0.965
475,1.00E-07,0.974184403,0.988927951,0.988913831,0.000953997,1.00E-07,1.00E-07,0.004386637,1.00E-07,1.73E-07,0.007672666,1.00E-07,2.79E-07,0.98,0.962
476,1.00E-07,0.975721777,0.988803154,0.990755496,0.001182626,1.00E-07,1.00E-07,0.003638999,1.00E-07,1.44E-07,0.002492561,1.00E-07,4.52E-07,0.977,0.866
477,1.00E-07,0.975475454,0.993298608,0.988979393,0.001342774,1.00E-07,1.00E-07,0.003635882,1.00E-07,1.33E-07,0.001571011,1.00E-07,9.92E-07,0.961,0.829
478,1.00E-07,0.973716998,0.985355157,0.994136675,0.00176854,1.00E-07,1.00E-07,0.004299293,1.00E-07,1.46E-07,0.00141937,1.00E-07,0.00000247,0.875,0.748
479,1.00E-07,0.971754273,0.981891002,0.990682087,0.002358072,1.00E-07,1.00E-07,0.005494608,1.00E-07,2.42E-07,0.001648492,1.00E-07,0.0000102,0.661,0.49
480,1.00E-07,0.970932221,0.429956645,0.989764969,0.003040078,1.00E-07,1.00E-07,0.005759916,1.00E-07,1.00E-07,0.002382029,1.00E-07,0.0000468,0.441,0.0547
481,1.00E-07,0.971708353,0.008084754,0.990770295,0.003694545,1.00E-07,1.00E-07,0.004089497,1.00E-07,1.00E-07,0.004761719,1.00E-07,0.000283,0.23,0.000426
